Country Name	Country Code	Series Name	Series Code	2016 [YR2016]
Comoros	COM	School enrollment, primary, male (% gross)	SE.PRM.ENRR.MA	..
Comoros	COM	School enrollment, secondary (% gross)	SE.SEC.ENRR	..
Comoros	COM	School enrollment, secondary (gross), gender parity index (GPI)	SE.ENR.SECO.FM.ZS	..
Comoros	COM	School enrollment, secondary, female (% gross)	SE.SEC.ENRR.FE	..
Comoros	COM	School enrollment, secondary, male (% gross)	SE.SEC.ENRR.MA	..
Comoros	COM	School enrollment, tertiary (% gross)	SE.TER.ENRR	..
Comoros	COM	School enrollment, tertiary (gross), gender parity index (GPI)	SE.ENR.TERT.FM.ZS	..
Comoros	COM	School enrollment, tertiary, female (% gross)	SE.TER.ENRR.FE	..
Comoros	COM	School enrollment, tertiary, male (% gross)	SE.TER.ENRR.MA	..
Comoros	COM	Self-employed, female (% of female employment) (modeled ILO estimate)	SL.EMP.SELF.FE.ZS	82.2839965820313
Comoros	COM	Self-employed, male (% of male employment) (modeled ILO estimate)	SL.EMP.SELF.MA.ZS	59.7239990234375
Comoros	COM	Self-employed, total (% of total employment) (modeled ILO estimate)	SL.EMP.SELF.ZS	69.0609970092773
Comoros	COM	Tax payments (number)	IC.TAX.PAYM	33
Comoros	COM	Tax revenue (% of GDP)	GC.TAX.TOTL.GD.ZS	..
Comoros	COM	Taxes on income, profits and capital gains (% of total taxes)	GC.TAX.YPKG.ZS	..
Comoros	COM	Technicians in R&D (per million people)	SP.POP.TECH.RD.P6	..
Comoros	COM	Telephone lines (per 100 people)	IT.MLT.MAIN.P2	1.64014374039248
Comoros	COM	Time required to enforce a contract (days)	IC.LGL.DURS	506
Comoros	COM	Time required to obtain an operating license (days)	IC.FRM.DURS	..
Comoros	COM	Time required to register property (days)	IC.PRP.DURS	30
Comoros	COM	Time required to start a business (days)	IC.REG.DURS	16
Comoros	COM	Time to prepare and pay taxes (hours)	IC.TAX.DURS	100
Comoros	COM	Time to resolve insolvency (years)	IC.ISV.DURS	..
Comoros	COM	Total employment, total (ages 15+)	SL.EMP.TOTL	196237
Comoros	COM	Unemployment with advanced education (% of total labor force with advanced education)	SL.UEM.ADVN.ZS	..
Comoros	COM	Unemployment with advanced education, female (% of female labor force with advanced education)	SL.UEM.ADVN.FE.ZS	..
Comoros	COM	Unemployment with advanced education, male (% of male labor force with advanced education)	SL.UEM.ADVN.MA.ZS	..
Comoros	COM	Unemployment with intermediate education (% of total labor force with intermediate education)	SL.UEM.INTM.ZS	..
Comoros	COM	Unemployment with intermediate education, female (% of female labor force with intermediate education)	SL.UEM.INTM.FE.ZS	..
Comoros	COM	Unemployment with intermediate education, male (% of male labor force with intermediate education)	SL.UEM.INTM.MA.ZS	..
Comoros	COM	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	4.64300012588501
Comoros	COM	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	4.13700008392334
Comoros	COM	Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	4.34700012207031
Comoros	COM	Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)	SL.UEM.1524.FE.ZS	8.60000038146973
Comoros	COM	Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)	SL.UEM.1524.MA.ZS	11.2930002212524
Comoros	COM	Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)	SL.UEM.1524.ZS	9.92199993133545
Comoros	COM	Urban population	SP.URB.TOTL	227693
Comoros	COM	Urban population (% of total)	SP.URB.TOTL.IN.ZS	28.619
Comoros	COM	Vulnerable employment, female (% of female employment) (modeled ILO estimate)	SL.EMP.VULN.FE.ZS	77.6809978485108
Comoros	COM	Vulnerable employment, male (% of male employment) (modeled ILO estimate)	SL.EMP.VULN.MA.ZS	54.1190013885498
Comoros	COM	Vulnerable employment, total (% of total employment) (modeled ILO estimate)	SL.EMP.VULN.ZS	63.8699989318847
Comoros	COM	Wage and salaried workers, female (% of female employment) (modeled ILO estimate)	SL.EMP.WORK.FE.ZS	17.7159996032715
Comoros	COM	Wage and salaried workers, male (% of male employment) (modeled ILO estimate)	SL.EMP.WORK.MA.ZS	40.2760009765625
Comoros	COM	Wage and salaried workers, total (% of total employment) (modeled ILO estimate)	SL.EMP.WORK.ZS	30.9389991760254
"Congo, Dem. Rep."	COD	Access to electricity (% of population)	EG.ELC.ACCS.ZS	17.1473789215088
"Congo, Dem. Rep."	COD	Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	125.2448
"Congo, Dem. Rep."	COD	Age dependency ratio (% of working-age population)	SP.POP.DPND	97.4964905285973
"Congo, Dem. Rep."	COD	Agriculture, value added (% of GDP)	NV.AGR.TOTL.ZS	18.5997536402627
"Congo, Dem. Rep."	COD	Agriculture, value added (annual % growth)	NV.AGR.TOTL.KD.ZG	3.2600580352691
"Congo, Dem. Rep."	COD	Agriculture, value added (constant 2005 US$)	NV.AGR.TOTL.KD	5842673060.29142
"Congo, Dem. Rep."	COD	Air transport, registered carrier departures worldwide	IS.AIR.DPRT	11513
"Congo, Dem. Rep."	COD	Automated teller machines (ATMs) (per 100,000 adults)	FB.ATM.TOTL.P5	..
"Congo, Dem. Rep."	COD	Borrowers from commercial banks (per 1,000 adults)	FB.CBK.BRWR.P3	..
"Congo, Dem. Rep."	COD	Consumer price index (2010 = 100)	FP.CPI.TOTL	133.850926577035
"Congo, Dem. Rep."	COD	Contributing family workers, female (% of female employment) (modeled ILO estimate)	SL.FAM.WORK.FE.ZS	21.1590003967285
"Congo, Dem. Rep."	COD	Contributing family workers, male (% of male employment) (modeled ILO estimate)	SL.FAM.WORK.MA.ZS	8.9370002746582
"Congo, Dem. Rep."	COD	Contributing family workers, total (% of total employment) (modeled ILO estimate)	SL.FAM.WORK.ZS	14.9890003204346
"Congo, Dem. Rep."	COD	CPIA economic management cluster average (1=low to 6=high)	IQ.CPA.ECON.XQ	3.16666666666667
"Congo, Dem. Rep."	COD	CPIA financial sector rating (1=low to 6=high)	IQ.CPA.FINS.XQ	2.5
"Congo, Dem. Rep."	COD	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ	2.5
"Congo, Dem. Rep."	COD	CPIA macroeconomic management rating (1=low to 6=high)	IQ.CPA.MACR.XQ	3
"Congo, Dem. Rep."	COD	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	IQ.CPA.SOCI.XQ	3
"Congo, Dem. Rep."	COD	CPIA property rights and rule-based governance rating (1=low to 6=high)	IQ.CPA.PROP.XQ	2
"Congo, Dem. Rep."	COD	CPIA social protection rating (1=low to 6=high)	IQ.CPA.PROT.XQ	2.5
"Congo, Dem. Rep."	COD	Depth of credit information index (0=low to 8=high)	IC.CRD.INFO.XQ	0
"Congo, Dem. Rep."	COD	Domestic credit provided by financial sector (% of GDP)	FS.AST.DOMS.GD.ZS	11.604752427357
"Congo, Dem. Rep."	COD	Domestic credit to private sector (% of GDP)	FS.AST.PRVT.GD.ZS	7.39090758546634
"Congo, Dem. Rep."	COD	Ease of doing business index (1=most business-friendly regulations)	IC.BUS.EASE.XQ	..
"Congo, Dem. Rep."	COD	Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	..
"Congo, Dem. Rep."	COD	Employers, female (% of female employment) (modeled ILO estimate)	SL.EMP.MPYR.FE.ZS	2.29200005531311
"Congo, Dem. Rep."	COD	Employers, male (% of male employment) (modeled ILO estimate)	SL.EMP.MPYR.MA.ZS	5.3439998626709
"Congo, Dem. Rep."	COD	Employers, total (% of total employment) (modeled ILO estimate)	SL.EMP.MPYR.ZS	3.83299994468689
"Congo, Dem. Rep."	COD	Employment in agriculture (% of total employment) (modeled ILO estimate)	SL.AGR.EMPL.ZS	81.4120025634766
"Congo, Dem. Rep."	COD	Employment in agriculture, female (% of female employment) (modeled ILO estimate)	SL.AGR.EMPL.FE.ZS	86.3960037231445
"Congo, Dem. Rep."	COD	Employment in agriculture, male (% of male employment) (modeled ILO estimate)	SL.AGR.EMPL.MA.ZS	76.5220031738281
"Congo, Dem. Rep."	COD	Employment in industry (% of total employment) (modeled ILO estimate)	SL.IND.EMPL.ZS	11.71399974823
"Congo, Dem. Rep."	COD	Employment in industry, female (% of female employment) (modeled ILO estimate)	SL.IND.EMPL.FE.ZS	9.86499977111816
"Congo, Dem. Rep."	COD	Employment in industry, male (% of male employment) (modeled ILO estimate)	SL.IND.EMPL.MA.ZS	13.5270004272461
"Congo, Dem. Rep."	COD	Employment in services (% of total employment) (modeled ILO estimate)	SL.SRV.EMPL.ZS	6.87400007247925
"Congo, Dem. Rep."	COD	Employment in services, female (% of female employment) (modeled ILO estimate)	SL.SRV.EMPL.FE.ZS	3.73900008201599
"Congo, Dem. Rep."	COD	Employment in services, male (% of male employment) (modeled ILO estimate)	SL.SRV.EMPL.MA.ZS	9.94999980926514
"Congo, Dem. Rep."	COD	Export value index (2000 = 100)	TX.VAL.MRCH.XD.WD	685.0805107
"Congo, Dem. Rep."	COD	Export volume index (2000 = 100)	TX.QTY.MRCH.XD.WD	399.4041782
"Congo, Dem. Rep."	COD	Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	27.2189841724518
"Congo, Dem. Rep."	COD	Exports of goods and services (annual % growth)	NE.EXP.GNFS.KD.ZG	-0.875603936663794
"Congo, Dem. Rep."	COD	Fertility rate, total (births per woman)	SP.DYN.TFRT.IN	6.112
"Congo, Dem. Rep."	COD	Fixed broadband Internet subscribers (per 100 people)	IT.NET.BBND.P2	0.00127006459154793
"Congo, Dem. Rep."	COD	Foreign direct investment, net inflows (% of GDP)	BX.KLT.DINV.WD.GD.ZS	3.44289418737562
"Congo, Dem. Rep."	COD	Foreign direct investment, net outflows (% of GDP)	BM.KLT.DINV.WD.GD.ZS	0.778293566181027
"Congo, Dem. Rep."	COD	Fuel exports (% of merchandise exports)	TX.VAL.FUEL.ZS.UN	..
"Congo, Dem. Rep."	COD	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG	2.39937909800997
"Congo, Dem. Rep."	COD	GDP per capita (constant 2005 US$)	NY.GDP.PCAP.KD	407.563714233201
"Congo, Dem. Rep."	COD	GDP per capita, PPP (constant 2011 international $)	NY.GDP.PCAP.PP.KD	805.064264107408
"Congo, Dem. Rep."	COD	GDP per person employed (constant 1990 PPP $)	SL.GDP.PCAP.EM.KD	1983.07995605469
"Congo, Dem. Rep."	COD	GINI index (World Bank estimate)	SI.POV.GINI	..
"Congo, Dem. Rep."	COD	Government expenditure on education, total (% of GDP)	SE.XPD.TOTL.GD.ZS	..
"Congo, Dem. Rep."	COD	Gross capital formation (% of GDP)	NE.GDI.TOTL.ZS	17.3999358979507
"Congo, Dem. Rep."	COD	Gross capital formation (annual % growth)	NE.GDI.TOTL.KD.ZG	10.5008922385652
"Congo, Dem. Rep."	COD	Gross fixed capital formation, private sector (% of GDP)	NE.GDI.FPRV.ZS	13.5767118034881
"Congo, Dem. Rep."	COD	High-technology exports (% of manufactured exports)	TX.VAL.TECH.MF.ZS	..
"Congo, Dem. Rep."	COD	ICT goods imports (% total goods imports)	TM.VAL.ICTG.ZS.UN	..
"Congo, Dem. Rep."	COD	Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	32.3718621705246
"Congo, Dem. Rep."	COD	Individuals using the Internet (% of population)	IT.NET.USER.ZS	6.20997406030119
"Congo, Dem. Rep."	COD	Industry, value added (% of GDP)	NV.IND.TOTL.ZS	41.1613816289302
"Congo, Dem. Rep."	COD	Industry, value added (annual % growth)	NV.IND.TOTL.KD.ZG	0.495506134227398
"Congo, Dem. Rep."	COD	Industry, value added (constant 2005 US$)	NV.IND.TOTL.KD	14168577457.7696
"Congo, Dem. Rep."	COD	Inflation, consumer prices (annual %)	FP.CPI.TOTL.ZG	..
"Congo, Dem. Rep."	COD	Informal payments to public officials (% of firms)	IC.FRM.CORR.ZS	..
"Congo, Dem. Rep."	COD	International migrant stock (% of population)	SM.POP.TOTL.ZS	..
"Congo, Dem. Rep."	COD	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.FE.ZS	71.370002746582
"Congo, Dem. Rep."	COD	Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.MA.ZS	73.4980010986328
"Congo, Dem. Rep."	COD	Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)	SL.TLF.CACT.ZS	72.4209976196289
"Congo, Dem. Rep."	COD	Labor force with advanced education (% of total working-age population with advanced education)	SL.TLF.ADVN.ZS	..
"Congo, Dem. Rep."	COD	Labor force with advanced education, female (% of female working-age population with advanced education)	SL.TLF.ADVN.FE.ZS	..
"Congo, Dem. Rep."	COD	Labor force with advanced education, male (% of male working-age population with advanced education)	SL.TLF.ADVN.MA.ZS	..
"Congo, Dem. Rep."	COD	Labor force with basic education (% of total working-age population with basic education)	SL.TLF.BASC.ZS	..
"Congo, Dem. Rep."	COD	Labor force with basic education, female (% of female working-age population with basic education)	SL.TLF.BASC.FE.ZS	..
"Congo, Dem. Rep."	COD	Labor force with basic education, male (% of male working-age population with basic education)	SL.TLF.BASC.MA.ZS	..
"Congo, Dem. Rep."	COD	Labor force with intermediate education (% of total working-age population with intermediate education)	SL.TLF.INTM.ZS	..
"Congo, Dem. Rep."	COD	Labor force with intermediate education, female (% of female working-age population with intermediate education)	SL.TLF.INTM.FE.ZS	..
"Congo, Dem. Rep."	COD	Labor force with intermediate education, male (% of male working-age population with intermediate education)	SL.TLF.INTM.MA.ZS	..
"Congo, Dem. Rep."	COD	Labor force, total	SL.TLF.TOTL.IN	30594477
"Congo, Dem. Rep."	COD	Life expectancy at birth, female (years)	SP.DYN.LE00.FE.IN	61.112
"Congo, Dem. Rep."	COD	Life expectancy at birth, male (years)	SP.DYN.LE00.MA.IN	58.141
"Congo, Dem. Rep."	COD	Lifetime risk of maternal death (%)	SH.MMR.RISK.ZS	..
"Congo, Dem. Rep."	COD	Literacy rate, adult female (% of females ages 15 and above)	SE.ADT.LITR.FE.ZS	66.4999771118164
"Congo, Dem. Rep."	COD	Literacy rate, adult male (% of males ages 15 and above)	SE.ADT.LITR.MA.ZS	88.5246887207031
"Congo, Dem. Rep."	COD	Literacy rate, adult total (% of people ages 15 and above)	SE.ADT.LITR.ZS	77.0426788330078
"Congo, Dem. Rep."	COD	Literacy rate, youth female (% of females ages 15-24)	SE.ADT.1524.LT.FE.ZS	79.71484375
"Congo, Dem. Rep."	COD	Literacy rate, youth male (% of males ages 15-24)	SE.ADT.1524.LT.MA.ZS	90.9609680175781
"Congo, Dem. Rep."	COD	Literacy rate, youth total (% of people ages 15-24)	SE.ADT.1524.LT.ZS	84.9895095825195
"Congo, Dem. Rep."	COD	Manufacturing, value added (% of GDP)	NV.IND.MANF.ZS	18.2643923624353
"Congo, Dem. Rep."	COD	Manufacturing, value added (annual % growth)	NV.IND.MANF.KD.ZG	8.64552309244758
"Congo, Dem. Rep."	COD	Manufacturing, value added (constant 2005 US$)	NV.IND.MANF.KD	5601275837.35185
"Congo, Dem. Rep."	COD	Market capitalization of listed companies (% of GDP)	CM.MKT.LCAP.GD.ZS	..
"Congo, Dem. Rep."	COD	Mobile cellular subscriptions (per 100 people)	IT.CEL.SETS.P2	36.6912985957036
"Congo, Dem. Rep."	COD	New business density (new registrations per 1,000 people ages 15-64)	IC.BUS.NDNS.ZS	0.0388514980802519
"Congo, Dem. Rep."	COD	New businesses registered (number)	IC.BUS.NREG	1565
"Congo, Dem. Rep."	COD	Number of visits or required meetings with tax officials	IC.TAX.METG	..
"Congo, Dem. Rep."	COD	Own-account workers, female (% of female employment) (modeled ILO estimate)	SL.EMP.OWAC.FE.ZS	33.9410018920898
"Congo, Dem. Rep."	COD	Own-account workers, male (% of male employment) (modeled ILO estimate)	SL.EMP.OWAC.MA.ZS	43.056999206543
"Congo, Dem. Rep."	COD	Own-account workers, total (% of male employment) (modeled ILO estimate)	SL.EMP.OWAC.ZS	38.5429992675781
"Congo, Dem. Rep."	COD	Personal remittances, paid (current US$)	BM.TRF.PWKR.CD.DT	28502801.0812323
"Congo, Dem. Rep."	COD	Personal transfers, receipts (BoP, current US$)	BX.TRF.PWKR.CD	..
"Congo, Dem. Rep."	COD	Population ages 0-14 (% of total)	SP.POP.0014.TO.ZS	46.3457237998407
"Congo, Dem. Rep."	COD	Population ages 0-14, total	SP.POP.0014.TO	36490840
"Congo, Dem. Rep."	COD	Population ages 15-64 (% of total)	SP.POP.1564.TO.ZS	50.6338111286692
"Congo, Dem. Rep."	COD	Population ages 15-64, total	SP.POP.1564.TO	39867115
"Congo, Dem. Rep."	COD	Population ages 65 and above (% of total)	SP.POP.65UP.TO.ZS	3.02046507149009
"Congo, Dem. Rep."	COD	Population ages 65 and above, total	SP.POP.65UP.TO	2378198
"Congo, Dem. Rep."	COD	Population density (people per sq. km of land area)	EN.POP.DNST	34.7306645199709
"Congo, Dem. Rep."	COD	Population growth (annual %)	SP.POP.GROW	3.27853356948562
"Congo, Dem. Rep."	COD	Population, total	SP.POP.TOTL	78736153
"Congo, Dem. Rep."	COD	Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	..
"Congo, Dem. Rep."	COD	Prevalence of HIV, total (% of population ages 15-49)	SH.DYN.AIDS.ZS	0.7
"Congo, Dem. Rep."	COD	Primary completion rate, female (% of relevant age group)	SE.PRM.CMPT.FE.ZS	..
"Congo, Dem. Rep."	COD	Primary completion rate, male (% of relevant age group)	SE.PRM.CMPT.MA.ZS	..
"Congo, Dem. Rep."	COD	Primary completion rate, total (% of relevant age group)	SE.PRM.CMPT.ZS	..
"Congo, Dem. Rep."	COD	Private credit bureau coverage (% of adults)	IC.CRD.PRVT.ZS	0
"Congo, Dem. Rep."	COD	Public credit registry coverage (% of adults)	IC.CRD.PUBL.ZS	0.7
"Congo, Dem. Rep."	COD	Research and development expenditure (% of GDP)	GB.XPD.RSDV.GD.ZS	..
"Congo, Dem. Rep."	COD	Researchers in R&D (per million people)	SP.POP.SCIE.RD.P6	..
"Congo, Dem. Rep."	COD	Rural population	SP.RUR.TOTL	44637887
"Congo, Dem. Rep."	COD	Rural population (% of total population)	SP.RUR.TOTL.ZS	56.693
"Congo, Dem. Rep."	COD	School enrollment, primary (% gross)	SE.PRM.ENRR	..
"Congo, Dem. Rep."	COD	School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	..
"Congo, Dem. Rep."	COD	School enrollment, primary, male (% gross)	SE.PRM.ENRR.MA	..
"Congo, Dem. Rep."	COD	School enrollment, secondary (% gross)	SE.SEC.ENRR	..
"Congo, Dem. Rep."	COD	School enrollment, secondary (gross), gender parity index (GPI)	SE.ENR.SECO.FM.ZS	..
"Congo, Dem. Rep."	COD	School enrollment, secondary, female (% gross)	SE.SEC.ENRR.FE	..
"Congo, Dem. Rep."	COD	School enrollment, secondary, male (% gross)	SE.SEC.ENRR.MA	..
"Congo, Dem. Rep."	COD	School enrollment, tertiary (% gross)	SE.TER.ENRR	..
"Congo, Dem. Rep."	COD	School enrollment, tertiary (gross), gender parity index (GPI)	SE.ENR.TERT.FM.ZS	..
"Congo, Dem. Rep."	COD	School enrollment, tertiary, female (% gross)	SE.TER.ENRR.FE	..
"Congo, Dem. Rep."	COD	School enrollment, tertiary, male (% gross)	SE.TER.ENRR.MA	..
"Congo, Dem. Rep."	COD	Self-employed, female (% of female employment) (modeled ILO estimate)	SL.EMP.SELF.FE.ZS	57.3919982910156
"Congo, Dem. Rep."	COD	Self-employed, male (% of male employment) (modeled ILO estimate)	SL.EMP.SELF.MA.ZS	57.3380012512207
"Congo, Dem. Rep."	COD	Self-employed, total (% of total employment) (modeled ILO estimate)	SL.EMP.SELF.ZS	57.3650016784668
"Congo, Dem. Rep."	COD	Tax payments (number)	IC.TAX.PAYM	52
"Congo, Dem. Rep."	COD	Tax revenue (% of GDP)	GC.TAX.TOTL.GD.ZS	..
"Congo, Dem. Rep."	COD	Taxes on income, profits and capital gains (% of total taxes)	GC.TAX.YPKG.ZS	..
"Congo, Dem. Rep."	COD	Technicians in R&D (per million people)	SP.POP.TECH.RD.P6	..
"Congo, Dem. Rep."	COD	Telephone lines (per 100 people)	IT.MLT.MAIN.P2	0
"Congo, Dem. Rep."	COD	Time required to enforce a contract (days)	IC.LGL.DURS	610
"Congo, Dem. Rep."	COD	Time required to obtain an operating license (days)	IC.FRM.DURS	..
"Congo, Dem. Rep."	COD	Time required to register property (days)	IC.PRP.DURS	44
"Congo, Dem. Rep."	COD	Time required to start a business (days)	IC.REG.DURS	11.5
"Congo, Dem. Rep."	COD	Time to prepare and pay taxes (hours)	IC.TAX.DURS	346
"Congo, Dem. Rep."	COD	Time to resolve insolvency (years)	IC.ISV.DURS	..
"Congo, Dem. Rep."	COD	Total employment, total (ages 15+)	SL.EMP.TOTL	29465261
"Congo, Dem. Rep."	COD	Unemployment with advanced education (% of total labor force with advanced education)	SL.UEM.ADVN.ZS	..
"Congo, Dem. Rep."	COD	Unemployment with advanced education, female (% of female labor force with advanced education)	SL.UEM.ADVN.FE.ZS	..
"Congo, Dem. Rep."	COD	Unemployment with advanced education, male (% of male labor force with advanced education)	SL.UEM.ADVN.MA.ZS	..
"Congo, Dem. Rep."	COD	Unemployment with intermediate education (% of total labor force with intermediate education)	SL.UEM.INTM.ZS	..
"Congo, Dem. Rep."	COD	Unemployment with intermediate education, female (% of female labor force with intermediate education)	SL.UEM.INTM.FE.ZS	..
"Congo, Dem. Rep."	COD	Unemployment with intermediate education, male (% of male labor force with intermediate education)	SL.UEM.INTM.MA.ZS	..
"Congo, Dem. Rep."	COD	Unemployment, female (% of female labor force) (modeled ILO estimate)	SL.UEM.TOTL.FE.ZS	4.32600021362305
"Congo, Dem. Rep."	COD	Unemployment, male (% of male labor force) (modeled ILO estimate)	SL.UEM.TOTL.MA.ZS	3.06100010871887
"Congo, Dem. Rep."	COD	Unemployment, total (% of total labor force) (modeled ILO estimate)	SL.UEM.TOTL.ZS	3.69199991226196
"Congo, Dem. Rep."	COD	Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)	SL.UEM.1524.FE.ZS	7.86100006103516
"Congo, Dem. Rep."	COD	Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)	SL.UEM.1524.MA.ZS	6.60200023651123
"Congo, Dem. Rep."	COD	Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)	SL.UEM.1524.ZS	7.28999996185303
"Congo, Dem. Rep."	COD	Urban population	SP.URB.TOTL	34098266
"Congo, Dem. Rep."	COD	Urban population (% of total)	SP.URB.TOTL.IN.ZS	43.307
"Congo, Dem. Rep."	COD	Vulnerable employment, female (% of female employment) (modeled ILO estimate)	SL.EMP.VULN.FE.ZS	55.1000022888183
"Congo, Dem. Rep."	COD	Vulnerable employment, male (% of male employment) (modeled ILO estimate)	SL.EMP.VULN.MA.ZS	51.9939994812012
"Congo, Dem. Rep."	COD	Vulnerable employment, total (% of total employment) (modeled ILO estimate)	SL.EMP.VULN.ZS	53.5319995880127
"Congo, Dem. Rep."	COD	Wage and salaried workers, female (% of female employment) (modeled ILO estimate)	SL.EMP.WORK.FE.ZS	42.6080017089844
"Congo, Dem. Rep."	COD	Wage and salaried workers, male (% of male employment) (modeled ILO estimate)	SL.EMP.WORK.MA.ZS	42.6619987487793
"Congo, Dem. Rep."	COD	Wage and salaried workers, total (% of total employment) (modeled ILO estimate)	SL.EMP.WORK.ZS	42.6349983215332
"Congo, Rep."	COG	Access to electricity (% of population)	EG.ELC.ACCS.ZS	56.5661697387695
"Congo, Rep."	COG	Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	114.0906
"Congo, Rep."	COG	Age dependency ratio (% of working-age population)	SP.POP.DPND	84.3862288965541
"Congo, Rep."	COG	Agriculture, value added (% of GDP)	NV.AGR.TOTL.ZS	8.72903676484043
"Congo, Rep."	COG	Agriculture, value added (annual % growth)	NV.AGR.TOTL.KD.ZG	5.37338474671063
"Congo, Rep."	COG	Agriculture, value added (constant 2005 US$)	NV.AGR.TOTL.KD	681051079.34897
"Congo, Rep."	COG	Air transport, registered carrier departures worldwide	IS.AIR.DPRT	10604
"Congo, Rep."	COG	Automated teller machines (ATMs) (per 100,000 adults)	FB.ATM.TOTL.P5	..
"Congo, Rep."	COG	Borrowers from commercial banks (per 1,000 adults)	FB.CBK.BRWR.P3	..
"Congo, Rep."	COG	Consumer price index (2010 = 100)	FP.CPI.TOTL	..
"Congo, Rep."	COG	Contributing family workers, female (% of female employment) (modeled ILO estimate)	SL.FAM.WORK.FE.ZS	4.42600011825562
"Congo, Rep."	COG	Contributing family workers, male (% of male employment) (modeled ILO estimate)	SL.FAM.WORK.MA.ZS	4.59499979019165
"Congo, Rep."	COG	Contributing family workers, total (% of total employment) (modeled ILO estimate)	SL.FAM.WORK.ZS	4.51399993896484
"Congo, Rep."	COG	CPIA economic management cluster average (1=low to 6=high)	IQ.CPA.ECON.XQ	3
"Congo, Rep."	COG	CPIA financial sector rating (1=low to 6=high)	IQ.CPA.FINS.XQ	3
"Congo, Rep."	COG	CPIA gender equality rating (1=low to 6=high)	IQ.CPA.GNDR.XQ	3
"Congo, Rep."	COG	CPIA macroeconomic management rating (1=low to 6=high)	IQ.CPA.MACR.XQ	3
"Congo, Rep."	COG	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	IQ.CPA.SOCI.XQ	2.9
"Congo, Rep."	COG	CPIA property rights and rule-based governance rating (1=low to 6=high)	IQ.CPA.PROP.XQ	2.5
"Congo, Rep."	COG	CPIA social protection rating (1=low to 6=high)	IQ.CPA.PROT.XQ	2.5
"Congo, Rep."	COG	Depth of credit information index (0=low to 8=high)	IC.CRD.INFO.XQ	2
"Congo, Rep."	COG	Domestic credit provided by financial sector (% of GDP)	FS.AST.DOMS.GD.ZS	38.8632466765045
"Congo, Rep."	COG	Domestic credit to private sector (% of GDP)	FS.AST.PRVT.GD.ZS	25.0169040553588
"Congo, Rep."	COG	Ease of doing business index (1=most business-friendly regulations)	IC.BUS.EASE.XQ	..
"Congo, Rep."	COG	Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	..
"Congo, Rep."	COG	Employers, female (% of female employment) (modeled ILO estimate)	SL.EMP.MPYR.FE.ZS	0.794000029563904
"Congo, Rep."	COG	Employers, male (% of male employment) (modeled ILO estimate)	SL.EMP.MPYR.MA.ZS	2.18600010871887
"Congo, Rep."	COG	Employers, total (% of total employment) (modeled ILO estimate)	SL.EMP.MPYR.ZS	1.51499998569489
"Congo, Rep."	COG	Employment in agriculture (% of total employment) (modeled ILO estimate)	SL.AGR.EMPL.ZS	36.7229995727539
"Congo, Rep."	COG	Employment in agriculture, female (% of female employment) (modeled ILO estimate)	SL.AGR.EMPL.FE.ZS	37.6910018920898
"Congo, Rep."	COG	Employment in agriculture, male (% of male employment) (modeled ILO estimate)	SL.AGR.EMPL.MA.ZS	35.8219985961914
"Congo, Rep."	COG	Employment in industry (% of total employment) (modeled ILO estimate)	SL.IND.EMPL.ZS	25.681999206543
"Congo, Rep."	COG	Employment in industry, female (% of female employment) (modeled ILO estimate)	SL.IND.EMPL.FE.ZS	25.6590003967285
"Congo, Rep."	COG	Employment in industry, male (% of male employment) (modeled ILO estimate)	SL.IND.EMPL.MA.ZS	25.7029991149902
"Congo, Rep."	COG	Employment in services (% of total employment) (modeled ILO estimate)	SL.SRV.EMPL.ZS	37.5950012207031
"Congo, Rep."	COG	Employment in services, female (% of female employment) (modeled ILO estimate)	SL.SRV.EMPL.FE.ZS	36.6510009765625
